d,k,p,q,q_gt_6M,nearest_mu_q,nearest_tau_q,mu_dist_lower,mu_dist_upper,tau_dist_lower,tau_dist_upper,epsilon_lower,threshold_upper
109,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260583196790198053,15136144531388965939312829111354084553,0.067166881885116825845354011422,0.067166881885116825845354011423,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.052070384263418239808367588890,188.90054125622226034589
110,73,16115051198600194239268190316172379449,12725689040428549011872695801566531678,True,-7543368082538742882852399665992934920,16115051198600194239268190316172379449,0.088908577637177848697491285927,0.088908577637177848697491285928,0.00000000000000000000000000000000000003008719031287706863635906090815662584675877,0.00000000000000000000000000000000000003008719031287706863635906090815662584675878,0.079882420543314728106583567655,188.14143411631013017378
111,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260328227329840249,15136144531388965939312829111354084553,0.359711037578661310903923680559,0.359711037578661310903923680560,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.344614539956962724866937258027,184.97330989652271673708
112,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260268037205009369,15136144531388965939312829111354084553,0.056111590749543998837293447382,0.056111590749543998837293447383,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.041015093127845412800307024850,189.39648963162339176090
113,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260230837662076786,15136144531388965939312829111354084553,0.275050278393183930407610456384,0.275050278393183930407610456385,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.259953780771485344370624033852,185.55916970564547504348
114,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260207847080178489,15136144531388965939312829111354084553,0.247487855933718120393714533780,0.247487855933718120393714533781,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.232391358312019534356728111248,185.79208378499762783414
115,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260193638119144204,15136144531388965939312829111354084553,0.393787852519799866575023185298,0.393787852519799866575023185299,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.378691354898101280538036762766,184.77735671240560375648
116,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260184856498280192,15136144531388965939312829111354084553,0.219925433452972324532828226843,0.219925433452972324532828226844,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.204828935831273738495841804311,186.05443741336742116480
117,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260179429158109918,15136144531388965939312829111354084553,0.035063560981446084857194511925,0.035063560981446084857194511926,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.019967063359747498820208089393,190.89241305353892310966
118,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260176074877416181,15136144531388965939312829111354084553,0.166361280577360192452630799331,0.166361280577360192452630799332,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.151264782955661606415644376799,186.68439562501678038645
119,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260174001817939644,15136144531388965939312829111354084553,0.290052555417050387213714958091,0.290052555417050387213714958092,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.274956057795351801176728535559,185.44257355569203873619
120,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260172720596722444,15136144531388965939312829111354084553,0.297659000173727270854249770611,0.297659000173727270854249770612,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.282562502552028684817263348080,185.38586572433431084886
121,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260171928758463107,15136144531388965939312829111354084553,0.413743830256913601426849461081,0.413743830256913601426849461082,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.398647332635215015389863038549,184.67063522516096561998
122,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260171439375505244,15136144531388965939312829111354084553,0.305265444930470242044752931945,0.305265444930470242044752931946,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.290168947308771656007766509413,185.33066434563707239513
123,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260171136920203769,15136144531388965939312829111354084553,0.470171339659874824802696146240,0.470171339659874824802696146241,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.455074842038176238765709723709,184.39552821699086195592
124,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170949992547381,15136144531388965939312829111354084553,0.196787059604036524706252160624,0.196787059604036524706252160625,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.181690561982337938669265738092,186.30353798402745333325
125,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170834464902295,15136144531388965939312829111354084553,0.245608124250216208717212653193,0.245608124250216208717212653194,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.230511626628517622680226230661,185.80896104621693976158
126,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170763064890992,15136144531388965939312829111354084553,0.136254541132050719029597576624,0.136254541132050719029597576625,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.121158043510352132992611154092,187.14559790867171917792
127,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170718937257210,15136144531388965939312829111354084553,0.311996691895531595191995829414,0.311996691895531595191995829415,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.296900194273833009155009406882,185.28300818957239908419
128,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170691664879689,15136144531388965939312829111354084553,0.026900958013885024099164566663,0.026900958013885024099164566664,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.011804460392186438062178144131,191.98466930591201380907
129,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170674809623427,15136144531388965939312829111354084553,0.239752075076886012190630260796,0.239752075076886012190630260797,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.224655577455187426153643838264,185.86243612353468805990
130,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170664392502168,15136144531388965939312829111354084553,0.365798607923301613445801384886,0.365798607923301613445801384887,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.350702110301603027408814962354,184.93692122798269158200
131,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170657954367165,15136144531388965939312829111354084553,0.452603192139886988844305725111,0.452603192139886988844305725112,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.437506694518188402807319302579,184.47734226214434707532
132,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170653975380909,15136144531388965939312829111354084553,0.491845140769717210332125397376,0.491845140769717210332125397377,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.476748643148018624295138974844,184.29884001734950334008
133,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170651516232163,15136144531388965939312829111354084553,0.460592223643527637425941039642,0.460592223643527637425941039643,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.445495726021829051388954617111,184.43973793735407942904
134,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170649996394654,15136144531388965939312829111354084553,0.468912910600452568817461133695,0.468912910600452568817461133696,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.453816412978753982780474711163,184.40128275941024051410
135,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170649057083416,15136144531388965939312829111354084553,0.413029588056772485427474981697,0.413029588056772485427474981698,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.397933090435073899390488559165,184.67436179872335740712
136,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170648476557145,15136144531388965939312829111354084553,0.477233597557377500301977539515,0.477233597557377500301977539516,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.462137099935678914264991116983,184.36352628781010649989
137,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170648117772178,15136144531388965939312829111354084553,0.357146265513092402073010259966,0.357146265513092402073010259967,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.342049767891393816036023837434,184.98883376753310497841
138,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647896030873,15136144531388965939312829111354084553,0.458562392942017484809951923633,0.458562392942017484809951923634,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.443465895320318898772965501101,184.44922804775425637519
139,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647758987211,15136144531388965939312829111354084553,0.237058933468807303849225487249,0.237058933468807303849225487250,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.221962435847108717812239064717,185.88749848117181136936
140,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647674289569,15136144531388965939312829111354084553,0.274271051397127371690934565771,0.274271051397127371690934565772,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.259174553775428785653948143239,185.56540825028872674045
141,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647621943548,15136144531388965939312829111354084553,0.067319740120367907490840984310,0.067319740120367907490840984311,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.052223242498669321453854561778,188.89444974446273197949
142,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647589591928,15136144531388965939312829111354084553,0.214398963736937952769194192414,0.214398963736937952769194192415,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.199302466115239366732207769883,186.11127635408417582743
143,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647569597527,15136144531388965939312829111354084553,0.139631571156391556709362913215,0.139631571156391556709362913216,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.124535073534692970672376490683,187.08846807126640172039
144,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647557240308,15136144531388965939312829111354084553,0.496117667594243813029271506127,0.496117667594243813029271506128,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.481021169972545226992285083595,184.28029956871931529840
145,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647549603126,15136144531388965939312829111354084553,0.064864178575845160649547728912,0.064864178575845160649547728913,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.049767680954146574612561306380,188.99453427137560375736
146,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647544883088,15136144531388965939312829111354084553,0.147396235967903930650813753256,0.147396235967903930650813753257,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.132299738346205344613827330724,186.96277975923876472162
147,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647541965944,15136144531388965939312829111354084553,0.366389310442553491730173700088,0.366389310442553491730173700089,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.351292812820854905693187277556,184.93342396203706430817
148,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647540163050,15136144531388965939312829111354084553,0.359656650511653021951174338488,0.359656650511653021951174338489,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.344560152889954435914187915956,184.97363788608484648347
149,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647539048801,15136144531388965939312829111354084553,0.414617615082796947190466695680,0.414617615082796947190466695681,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.399521117461098361153480273148,184.66608530454256653079
150,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647538360156,15136144531388965939312829111354084553,0.352923990580752552172174846027,0.352923990580752552172174846028,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.337827492959053966135188423495,185.01464538861737644567
151,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537934551,15136144531388965939312829111354084553,0.188891880677246916332107779833,0.188891880677246916332107779834,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.173795383055548330295121357301,186.39585987035423287768
152,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537671512,15136144531388965939312829111354084553,0.120465596244302051534816368641,0.120465596244302051534816368642,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.105369098622603465497829946109,187.43575376021554991118
153,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537508945,15136144531388965939312829111354084553,0.269292248064753615163609587013,0.269292248064753615163609587014,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.254195750443055029126623164481,185.60571720623357674668
154,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537408473,15136144531388965939312829111354084553,0.429823073165851019401740514331,0.429823073165851019401740514332,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.414726575544152433364754091799,184.58846288651670646846
155,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537346378,15136144531388965939312829111354084553,0.418118899885205178792402804321,0.418118899885205178792402804322,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.403022402263506592755416381789,184.64795290389532665806
156,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537308002,15136144531388965939312829111354084553,0.409646101733051576360128558757,0.409646101733051576360128558758,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.394549604111352990323142136225,184.69210659352785243999
157,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537284283,15136144531388965939312829111354084553,0.406414726604559338183065094156,0.406414726604559338183065094157,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.391318228982860752146078671624,184.70919627694398473215
158,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537269625,15136144531388965939312829111354084553,0.237411103351308331512659921895,0.237411103351308331512659921896,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.222314605729609745475673499363,185.88420396125890692617
159,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537260565,15136144531388965939312829111354084553,0.222475554942170252726258747047,0.222475554942170252726258747048,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.207379057320471666689272324515,186.02872494873330988117
160,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537254966,15136144531388965939312829111354084553,0.118763066692823998791615062044,0.118763066692823998791615062045,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.103666569071125412754628639512,187.46960523320395567814
161,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537251506,15136144531388965939312829111354084553,0.317637786764351163034822584013,0.317637786764351163034822584014,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.302541289142652576997836161481,185.24389500884926570645
162,73,16115051198600194239268190316172379449,12725689040428549011872695801566531678,True,-7543368082538742882852128206778260477,16115051198600194239268190316172379449,0.226406826332448396536310929140,0.226406826332448396536310929141,0.00000000000000000000000000000000000003008719031287706863635906090815662584675877,0.00000000000000000000000000000000000003008719031287706863635906090815662584675878,0.217380669238585275945403210868,186.06107326414159593525
163,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537248045,15136144531388965939312829111354084553,0.245961359778473675138739769927,0.245961359778473675138739769928,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.230864862156775089101753347395,185.80577902765875537880
164,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537247228,15136144531388965939312829111354084553,0.347738943651306652748765338095,0.347738943651306652748765338096,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.332642446029608066711778915563,185.04678759931158588101
165,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537246723,15136144531388965939312829111354084553,0.476872141113469605420508162813,0.476872141113469605420508162814,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.461775643491771019383521740281,184.36515228107050172375
166,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537246411,15136144531388965939312829111354084553,0.449516527524139630358790906263,0.449516527524139630358790906264,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.434420029902441044321804483731,184.49205538879499511654
167,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537246219,15136144531388965939312829111354084553,0.393994661424367441907749012467,0.393994661424367441907749012468,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.378898163802668855870762589935,184.77622214842380737587
168,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537246099,15136144531388965939312829111354084553,0.422160913934809655297073649712,0.422160913934809655297073649713,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.407064416313111069260087227180,184.62721506185969984586
169,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537246026,15136144531388965939312829111354084553,0.237505850372874514174288931198,0.237505850372874514174288931199,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.222409352751175928137302508666,185.88331850165833054280
170,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537245980,15136144531388965939312829111354084553,0.238316489293986752501896311892,0.238316489293986752501896311893,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.223219991672288166464909889360,185.87575804802561266415
171,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537245952,15136144531388965939312829111354084553,0.102827385319441316354348487891,0.102827385319441316354348487892,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.087730887697742730317362065359,187.81644967628265717428
172,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537245935,15136144531388965939312829111354084553,0.285861171039151980821918445017,0.285861171039151980821918445018,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.270764673417453394784932022485,185.47449549610069496587
173,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537245924,15136144531388965939312829111354084553,0.032661718655104119793199336110,0.032661718655104119793199336111,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.017565221033405533756212913578,191.15874735367321640514
174,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537245917,15136144531388965939312829111354084553,0.325450272602254722001814622074,0.325450272602254722001814622075,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.310353774980556135964828199542,185.19091398491888920045
175,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537245913,15136144531388965939312829111354084553,0.220537733728943741235519772796,0.220537733728943741235519772797,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.205441236107245155198533350265,186.04823460250228652639
176,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537245911,15136144531388965939312829111354084553,0.316437736140386436203171419740,0.316437736140386436203171419741,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.301341238518687850166184997208,185.25215427344128710904
177,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537245909,15136144531388965939312829111354084553,0.115625194855632760469224923519,0.115625194855632760469224923520,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.100528697233934174432238500987,187.53347824944893052484
178,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537245908,15136144531388965939312829111354084553,0.146586793990283386358137387722,0.146586793990283386358137387723,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.131490296368584800321150965190,186.97553305424795289380
179,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537245908,15136144531388965939312829111354084553,0.452311874148348042858378733221,0.452311874148348042858378733222,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.437215376526649456821392310689,184.47872643695954682517
180,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537245907,15136144531388965939312829111354084553,0.177548393124934012247049851925,0.177548393124934012247049851926,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.162451895503235426210063429393,186.53612391623439963655
181,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537245907,15136144531388965939312829111354084553,0.051210542286979472074894854164,0.051210542286979472074894854165,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.036114044665280886037908431632,189.66094341024334613100
182,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537245907,15136144531388965939312829111354084553,0.192591339601783932647521562928,0.192591339601783932647521562929,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.177494841980085346610535140396,186.35208933033744326440
183,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537245907,15136144531388965939312829111354084553,0.279969477698892956396839560254,0.279969477698892956396839560255,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.264872980077194370359853137722,185.52021276259862918122
184,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537245907,15136144531388965939312829111354084553,0.333972136916588393220148271692,0.333972136916588393220148271693,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.318875639294889807183161849160,185.13462209123521064317
185,72,15136144531388965939312829111354084553,11952668732083860469560629603327231815,True,-7085147179717970289260170647537245907,15136144531388965939312829111354084553,0.367347615796001980146157557580,0.367347615796001980146157557581,0.00000000000000000000000000000000000005032165873899528678995474177292814674055932,0.00000000000000000000000000000000000005032165873899528678995474177292814674055933,0.352251118174303394109171135048,184.92776278591024821519
